Symbol,InstrumentToken,Name,BSE_TOKEN,NSE_TOKEN,Segment,InstrumentType
ASPINWALL,4421121,ASPINWALL & CO,,17270,NSE,EQ
SENCO,139247620,SENCO GOLD ,543936,17271,BSE,EQ
SETFGOLD,151065092,SBI MUTUAL FUND - SBI GOLD EXC,590098,17272,BSE,EQ
BLS,138258692,BLS INTERNATIONAL SERVICES,540073,17279,BSE,EQ
NAGAFERT,138218756,NAGARJUNA FERTILIZERS AND CHEM,539917,17295,BSE,EQ
AJMERA,131417348,AJMERA REALTY & INFRA INDIA LT,513349,17307,BSE,EQ
LLOYDSME,131188484,LLOYDS METALS AND ENERGY,512455,17313,BSE,EQ
737BR30-SG,4434433,SDL BR 7.37% 2030,,17322,NSE,EQ
735TN33A-SG,4434689,SDL TN 7.35% 2033,,17323,NSE,EQ
738GA33-SG,4434945,SDL GA 7.38% 2033,,17324,NSE,EQ
736AP38A-SG,4435201,SDL AP 7.36% 2038,,17325,NSE,EQ
736MZ38A-SG,4435457,SDL MZ 7.36% 2038,,17326,NSE,EQ
736KL38-SG,4435713,SDL KL 7.36% 2038,,17327,NSE,EQ
734TS44-SG,4435969,SDL TS 7.34% 2044,,17328,NSE,EQ
734TS46-SG,4436225,SDL TS 7.34% 2046,,17329,NSE,EQ
MHRIL,136470532,MAHINDRA HOLIDAYS & RESORTS IN,533088,17333,BSE,EQ
1050NFL26-N7,4441345,,,17349,NSE,EQ
SALONA,151054340,SALONA COTSPIN,590056,17351,BSE,EQ
1102NFL26-N8,4442113,,,17352,NSE,EQ
GKWLIMITED,4443393,GKW,,17357,NSE,EQ
UTKARSHBNK,139249156,UTKARSH SMALL FINANCE BANK LIM,543942,17358,BSE,EQ
VINATIORGA,134195204,VINATI ORGANICS,524200,17364,BSE,EQ
DRONE-SM,4447233,DRONE DESTINATION,,17372,NSE,EQ
EXCEL-BE,4449281,EXCEL REALTY N INFRA,,17380,NSE,EQ
ADANIPOWER,136472580,ADANI POWER,533096,17388,BSE,EQ
SETF10GILT,4453121,SBIAMC - SETF10GILT,,17395,NSE,EQ
PREMEXPLN,134719236,PREMIER EXPLOSIVES,526247,17397,BSE,EQ
718GS2037-GS,4453889,GOI LOAN  7.18% 2037,,17398,NSE,EQ
SERVICE-SM,4454145,SERVICE CARE,,17399,NSE,EQ
NHPC,136473092,NHPC,533098,17400,BSE,EQ
BANKETF,139249668,MIRAE ASSET MUTUAL FUND,543944,17419,BSE,EQ
GLOBUSSPR,136474628,GLOBUS SPIRITS,533104,17424,BSE,EQ
NETWEB,139249924,NETWEB TECHNOLOGIES INDIA LIMI,543945,17433,BSE,EQ
OIL,136475140,OIL INDIA,533106,17438,BSE,EQ
74BR30-SG,4466177,SDL BR 7.4% 2030,,17446,NSE,EQ
74UP33-SG,4467969,SDL UP 7.4% 2033,,17453,NSE,EQ
739TN33B-SG,4468225,SDL TN 7.39% 2033,,17454,NSE,EQ
741GA33-SG,4468481,SDL GA 7.41% 2033,,17455,NSE,EQ
741RJ33-SG,4468737,SDL RJ 7.41% 2033,,17456,NSE,EQ
743AP35-SG,4468993,SDL AP 7.43% 2035,,17457,NSE,EQ
741MN35-SG,4469249,SDL MN 7.41% 2035,,17458,NSE,EQ
736KL41-SG,4469505,SDL KL 7.36% 2041,,17459,NSE,EQ
736RJ41-SG,4469761,SDL RJ 7.36% 2041,,17460,NSE,EQ
736WB41-SG,4470017,SDL WB 7.36% 2041,,17461,NSE,EQ
736TN43-SG,4470529,SDL TN 7.36% 2043,,17463,NSE,EQ
NV20IETF,138225924,ICICI PRUDENTIAL NV20 ETF,539945,17475,BSE,EQ
CONTROLPR,133707524,CONTROL PRINT,522295,17477,BSE,EQ
EXPLEOSOL,136478980,EXPLEO SOLUTIONS,533121,17486,BSE,EQ
INCREDIBLE,137821444,INCREDIBLE INDUSTRIES,538365,17507,BSE,EQ
940SCL26C-AU,4482049,,,17508,NSE,EQ
SETCO,129299204,SETCO AUTOMOTIVE,505075,17514,BSE,EQ
990SCL26I-AV,4483841,,,17515,NSE,EQ
RTNPOWER,136479236,RATTANINDIA POWER,533122,17520,BSE,EQ
902SCL26I-AW,4485377,,,17521,NSE,EQ
948SCL26I-AX,4487169,,,17528,NSE,EQ
MAHASTEEL-BE,4487937,MAHAMAYA STEEL INDS,,17531,NSE,EQ
MGL,138228996,MAHANAGAR GAS ,539957,17534,BSE,EQ
SCLZC26B-AY,4488961,,,17535,NSE,EQ
DAMODARIND,133432324,DAMODAR INDUSTRIES,521220,17541,BSE,EQ
1015SCL28B-AZ,4490753,,,17542,NSE,EQ
925SCL28I-BA,4491777,,,17546,NSE,EQ
AMRUTANJAN,151041540,AMRUTANJAN HEALTH CARE,590006,17547,BSE,EQ
971SCL28I-BC,4496385,,,17564,NSE,EQ
LIQUID,139250180,,543946,17572,BSE,EQ
PVTBANKADD,139250948,DSP MUTUAL FUND,543949,17576,BSE,EQ
ASALCBR,129926660,ASSOCIATED ALCOHOLS & BREWERIE,507526,17598,BSE,EQ
MAHEPC,134081028,MAHINDRA EPC IRRIGATION LIMITE,523754,17603,BSE,EQ
SENSEXADD,139250436,DSP BSE SENSEX ETF,543947,17613,BSE,EQ
PSUBANKADD,139250692,DSP MUTUAL FUND,543948,17616,BSE,EQ
MOLDTECH,134723332,MOLD-TEK TECHNOLOGIES,526263,17625,BSE,EQ
YCCL-SM,4512513,YASONS CHEMEX CARE,,17627,NSE,EQ
ZYDUSWELL,136021764,ZYDUS WELLNESS,531335,17635,BSE,EQ
745TS30A-SG,4515073,SDL TS 7.45% 2030,,17637,NSE,EQ
SUNTECK,131117828,SUNTECK REALTY,512179,17641,BSE,EQ
745AS33A-SG,4516353,SDL AS 7.45% 2033,,17642,NSE,EQ
745AP33-SG,4516609,SDL AP 7.45% 2033,,17643,NSE,EQ
POKARNA,136316420,POKARNA,532486,17651,BSE,EQ
749RJ34-SG,4518913,SDL RJ 7.49% 2034,,17652,NSE,EQ
745KL40-SG,4519169,SDL KL 7.45% 2040,,17653,NSE,EQ
UNIVPHOTO,138990852,UNIVERSUS PHOTO IMAGINGS LIMIT,542933,17659,BSE,EQ
SGBFEB28IX-GB,4521985,2.50%GOLDBONDS2028SR-IX,,17664,NSE,EQ
745TS40-SG,4522753,SDL TS 7.45% 2040,,17667,NSE,EQ
745AP40A-SG,4523009,SDL AP 7.45% 2040,,17668,NSE,EQ
744AP43-SG,4523265,SDL AP 7.44% 2043,,17669,NSE,EQ
743TN43-SG,4523521,SDL TN 7.43% 2043,,17670,NSE,EQ
743TN53-SG,4523777,SDL TN 7.43% 2053,,17671,NSE,EQ
744JK53-SG,4524033,SDL JK 7.44% 2053,,17672,NSE,EQ
ALOKINDS,133393924,ALOK INDUSTRIES,521070,17675,BSE,EQ
SHRITECH-SM,4527105,SHRI TECHTEX,,17684,NSE,EQ
GPTINFRA,136642820,GPT INFRAPROJECTS,533761,17685,BSE,EQ
VIJIFIN-BE,4529921,VIJI FINANCE,,17695,NSE,EQ
LTGILTBEES,151076612,,590143,17700,BSE,EQ
MIDSELIETF,138234884,ICICI PRUDENTIAL BSE MIDCAP SE,539980,17702,BSE,EQ
QUESS,138234372,QUESS CORP ,539978,17704,BSE,EQ
DEN,136483076,DEN NETWORKS,533137,17722,BSE,EQ
ASTEC,136483332,ASTEC LIFESCIENCES,533138,17728,BSE,EQ
BAFNAPH-BE,4540161,BAFNA PHARMACEUTICALS,,17735,NSE,EQ
YATHARTH,139251204,YATHARTH HOSPITAL & TRAUMA CAR,543950,17738,BSE,EQ
NIITMTS,139251716,NIIT LEARNING SYSTEMS ,543952,17747,BSE,EQ
SHILPAMED,135820548,SHILPA MEDICARE,530549,17752,BSE,EQ
SARDAEN,129181188,SARDA ENERGY & MINERALS,504614,17758,BSE,EQ
REFEX,136418308,REFEX INDUSTRIES,532884,17764,BSE,EQ
ZEAL-SM,4548097,ZEAL GLOBAL SERVICES,,17766,NSE,EQ
GROBTEA,4549121,THE GROB TEA COMPANY,,17770,NSE,EQ
ATL,139252228,ALLCARGO TERMINALS ,543954,17778,BSE,EQ
KKVAPOW-SM,4551937,KKV AGRO POWERS,,17781,NSE,EQ
SOMICONVEY,136448260,SOMI CONVEYOR BELTINGS,533001,17794,BSE,EQ
TREL,139252484,TRANSINDIA REAL ESTATE ,543955,17795,BSE,EQ
LLOYDSENGG,138237956,LLOYDS ENGINEERING WORKS LIMIT,539992,17801,BSE,EQ
QUAL30IETF,139252740,ICICI PRUDENTIAL MUTUAL FUND,543956,17808,BSE,EQ
LTIM,138241284,LTIMINDTREE ,540005,17818,BSE,EQ
AHLUCONT,136399620,AHLUWALIA CONTRACTS (INDIA) LT,532811,17833,BSE,EQ
747TS32-SG,4565505,SDL TS 7.47% 2032,,17834,NSE,EQ
744TN33B-SG,4565761,SDL TN 7.44% 2033,,17835,NSE,EQ
GILLANDERS,136375300,GILLANDERS ARBUTHNOT & CO.LTD.,532716,17839,BSE,EQ
743TS41-SG,4567041,SDL TS 7.43% 2041,,17840,NSE,EQ
743PN48A-SG,4567297,SDL PN 7.43% 2048,,17841,NSE,EQ
743JK53-SG,4569601,SDL JK 7.43% 2053,,17850,NSE,EQ
DLINKINDIA,136485380,D-LINK (INDIA),533146,17851,BSE,EQ
747AP32-SG,4570113,SDL AP 7.47% 2032,,17852,NSE,EQ
REDTAPE,139252996,REDTAPE ,543957,17859,BSE,EQ
957NIDO26-N5,4573185,,,17864,NSE,EQ
10NIDO26-N6,4573697,,,17866,NSE,EQ
NIDOZC26-N7,4574209,,,17868,NSE,EQ
JSWENERGY,136485892,JSW ENERGY,533148,17869,BSE,EQ
GODREJPROP,136486404,GODREJ PROPERTIES,533150,17875,BSE,EQ
DBCORP,136486660,D B CORP,533151,17881,BSE,EQ
ORIANA-SM,4577793,ORIANA POWER,,17882,NSE,EQ
GATECH,136121092,GACM TECHNOLOGIES ,531723,17888,BSE,EQ
VINSYS-SM,4581889,VINSYS IT SERVICES IND LT,,17898,NSE,EQ
ABBOTINDIA,128124932,ABBOTT INDIA,500488,17903,BSE,EQ
HDIL-BZ,4587521,HOUSING DEV & INFRA,,17920,NSE,EQ
GEEKAYWIRE,4588033,GEEKAY WIRES,,17922,NSE,EQ
BAYERCROP,129608964,BAYER CROPSCIENCE,506285,17927,BSE,EQ
BEARDSELL,4590849,BEARDSELL,,17933,NSE,EQ
HINDCOPPER,131481348,HINDUSTAN COPPER,513599,17939,BSE,EQ
925IHFL25E-N8,4592641,,,17940,NSE,EQ
COHANCE,139024388,COHANCE LIFESCIENCES ,543064,17945,BSE,EQ
CIFC26A-N9,4595713,,,17952,NSE,EQ
MMTC,131424516,MMTC,513377,17957,BSE,EQ
84CIFCL28-NA,4597249,,,17958,NSE,EQ
NESTLEIND,128202244,NESTLE INDIA,500790,17963,BSE,EQ
CIFC28-NB,4598785,,,17964,NSE,EQ
SBICARD,139024900,SBI CARDS AND PAYMENT SERVICES,543066,17971,BSE,EQ
TRF,129498628,TRF,505854,17987,BSE,EQ
UNITEDTEA,4607745,UNITED NILGIRI TEA,,17999,NSE,EQ
WHIRLPOOL,128060932,WHIRLPOOL OF INDIA,500238,18011,BSE,EQ
VLEGOV,139253252,VL E-GOVERNANCE & IT SOLUTIONS,543958,18012,BSE,EQ
SETUINFRA-BZ,4614145,SETUBANDHAN INFRA,,18024,NSE,EQ
718GS2033-GS,4614401,GOI LOAN  7.18% 2033,,18025,NSE,EQ
SBFC,139253508,SBFC FINANCE ,543959,18026,BSE,EQ
MBLINFRA,136486916,MBL INFRASTRUCTURE,533152,18029,BSE,EQ
SANGANI-SM,4616961,SANGANI HOSPITALS,,18035,NSE,EQ
ADVENZYMES,138246404,ADVANCED ENZYME TECHNOLOGIES L,540025,18039,BSE,EQ
YUDIZ-SM,4618241,YUDIZ SOLUTIONS,,18040,NSE,EQ
MINDTECK,132440068,MINDTECK (INDIA),517344,18049,BSE,EQ
SSFL-SM,4622337,SRIVARI SPICES N FOODS L,,18056,NSE,EQ
CONCORDBIO,139253764,CONCORD BIOTECH ,543960,18060,BSE,EQ
75BR31-SG,4628481,SDL BR 7.5% 2031,,18080,NSE,EQ
749HR33-SG,4628737,SDL HR 7.49% 2033,,18081,NSE,EQ
75GA33-SG,4628993,SDL GA 7.5% 2033,,18082,NSE,EQ
752PN35-SG,4629249,SDL PN 7.52% 2035,,18083,NSE,EQ
751MN35-SG,4629505,SDL MN 7.51% 2035,,18084,NSE,EQ
75UP35-SG,4629761,SDL UP 7.5% 2035,,18085,NSE,EQ
DBL,138252036,DILIP BUILDCON ,540047,18086,BSE,EQ
751PN36-SG,4630273,SDL PN 7.51% 2036,,18087,NSE,EQ
749PN37-SG,4630529,SDL PN 7.49% 2037,,18088,NSE,EQ
JUBLFOOD,136487684,JUBILANT FOODWORKS,533155,18096,BSE,EQ
747KL39-SG,4632833,SDL KL 7.47% 2039,,18097,NSE,EQ
745TS47-SG,4633089,SDL TS 7.45% 2047,,18098,NSE,EQ
NIFTY1,137653252,KOTAK MAHINDRA MUTUAL FUND - K,537708,18102,BSE,EQ
745JK53-SG,4634881,SDL JK 7.45% 2053,,18105,NSE,EQ
VASCONEQ,136487940,VASCON ENGINEERS,533156,18110,BSE,EQ
ELECTCAST-W1,4637697,ELECTCAST WARRANTS,,18116,NSE,EQ
THANGAMAYL,136488452,THANGAMAYIL JEWELLERY,533158,18118,BSE,EQ
SRGHFL,136878084,SRG HOUSING FINANCE,534680,18119,BSE,EQ
DBREALTY,136488964,VALOR ESTATE,533160,18124,BSE,EQ
YASHO,138538756,YASHO INDUSTRIES,541167,18131,BSE,EQ
DOLPHIN,133698820,DOLPHIN OFFSHORE ENTERPRISES (,522261,18139,BSE,EQ
EMMBI,136489220,EMMBI INDUSTRIES,533161,18142,BSE,EQ
JIOFIN,139248644,JIO FINANCIAL SERVICES ,543940,18143,BSE,EQ
TVSSCS,139255044,TVS SUPPLY CHAIN SOLUTIONS LIM,543965,18151,BSE,EQ
HATHWAY,136489476,HATHWAY CABLE & DATACOM,533162,18154,BSE,EQ
747AS28-SG,4659969,SDL AS 7.47% 2028,,18203,NSE,EQ
749BR31-SG,4660225,SDL BR 7.49% 2031,,18204,NSE,EQ
ORIENTLTD,134739204,ORIENT PRESS,526325,18208,BSE,EQ
749GA33-SG,4661505,SDL GA 7.49% 2033,,18209,NSE,EQ
749UP34-SG,4661761,SDL UP 7.49% 2034,,18210,NSE,EQ
TEXMOPIPES,136489988,TEXMO PIPES & PRODUCTS,533164,18214,BSE,EQ
747KL37-SG,4663041,SDL KL 7.47% 2037,,18215,NSE,EQ
746AP38-SG,4663297,SDL AP 7.46% 2038,,18216,NSE,EQ
KECL,136497412,KIRLOSKAR ELECTRIC COMPANY,533193,18220,BSE,EQ
746MZ39-SG,4664577,SDL MZ 7.46% 2039,,18221,NSE,EQ
MANINFRA,136491268,MAN INFRACONSTRUCTION,533169,18226,BSE,EQ
LORDSCHLO,128072708,LORDS CHLORO ALKALI,500284,18232,BSE,EQ
PYRAMID,139256068,PYRAMID TECHNOPLAST ,543969,18250,BSE,EQ
SPAL,138252292,S.P. APPARELS ,540048,18252,BSE,EQ
CLSL-SM,4674561,CROP LIFE SCIENCE,,18260,NSE,EQ
SEL-SM,4675585,SUNGARNER ENERGIES,,18264,NSE,EQ
AEROFLEX,139256836,AEROFLEX INDUSTRIES ,543972,18268,BSE,EQ
HDFCLIQUID,139257092,,543973,18279,BSE,EQ
74WB42-SG,4680449,SDL WB 7.4% 2042,,18283,NSE,EQ
HNGSNGBEES,151068932,NIPPON INDIA ETF HANG SENG BEE,590113,18284,BSE,EQ
IVZINGOLD,136492036,INVESCO INDIA GOLD EXCHANGE TR,533172,18292,BSE,EQ
745BR31-SG,4689921,SDL BR 7.45% 2031,,18320,NSE,EQ
LGBBROSLTD,128064004,L.G.BALAKRISHNAN & BROS.LTD.,500250,18321,BSE,EQ
744RJ33A-SG,4690433,SDL RJ 7.44% 2033,,18322,NSE,EQ
744HR33-SG,4690689,SDL HR 7.44% 2033,,18323,NSE,EQ
744GA33-SG,4691713,SDL GA 7.44% 2033,,18327,NSE,EQ
745AP34-SG,4692993,SDL AP 7.45% 2034,,18332,NSE,EQ
745HR35-SG,4693249,SDL HR 7.45% 2035,,18333,NSE,EQ
741WB39-SG,4693505,SDL WB 7.41% 2039,,18334,NSE,EQ
741RJ39-SG,4693761,SDL RJ 7.41% 2039,,18335,NSE,EQ
74KL41-SG,4694017,SDL KL 7.4% 2041,,18336,NSE,EQ
74RJ41-SG,4694273,SDL RJ 7.4% 2041,,18337,NSE,EQ
VPRPL,139257348,VISHNU PRAKASH R PUNGLIA LIMIT,543974,18341,BSE,EQ
NIFMID150,139257604,UTI MUTUAL FUND,543975,18347,BSE,EQ
SANDUMA,129259012,SANDUR MANGANESE & IRON ORES L,504918,18359,BSE,EQ
PERSISTENT,136493828,PERSISTENT SYSTEMS,533179,18365,BSE,EQ
NDGL,4702977,NAGA DHUNSERI GROUP,,18371,NSE,EQ
CPS-SM,4703233,C P S SHAPERS,,18372,NSE,EQ
RBLBANK,138256644,RBL BANK ,540065,18391,BSE,EQ
MONOPHARMA-SM,4708353,MONO PHARMACARE,,18392,NSE,EQ
744AP33-SG,4710401,SDL AP 7.44% 2033,,18400,NSE,EQ
747AS33-SG,4710657,SDL AS 7.47% 2033,,18401,NSE,EQ
747UK33-SG,4710913,SDL UK 7.47% 2033,,18402,NSE,EQ
747GA33-SG,4711169,SDL GA 7.47% 2033,,18403,NSE,EQ
743TN33-SG,4711425,SDL TN 7.43% 2033,,18404,NSE,EQ
745PN34A-SG,4711681,SDL PN 7.45% 2034,,18405,NSE,EQ
744MN35-SG,4711937,SDL MN 7.44% 2035,,18406,NSE,EQ
744HR35-SG,4712193,SDL HR 7.44% 2035,,18407,NSE,EQ
744RJ36-SG,4712449,SDL RJ 7.44% 2036,,18408,NSE,EQ
742HP38-SG,4712705,SDL HP 7.42% 2038,,18409,NSE,EQ
744TS39A-SG,4712961,SDL TS 7.44% 2039,,18410,NSE,EQ
744AP40-SG,4713217,SDL AP 7.44% 2040,,18411,NSE,EQ
74TS43-SG,4713473,SDL TS 7.4% 2043,,18412,NSE,EQ
74AP43-SG,4713729,SDL AP 7.4% 2043,,18413,NSE,EQ
RISHABH-BE,4715265,RISHABH INSTRUMENTS,,18419,NSE,EQ
ASIANHOTNR,128005892,ASIAN HOTELS (NORTH),500023,18422,BSE,EQ
RATNAVEER,139258372,RATNAVEER PRECISION ENGINEERIN,543978,18423,BSE,EQ
BIGBLOC,138255620,BIGBLOC CONSTRUCTION ,540061,18431,BSE,EQ
BASILIC-SM,4721153,BASILIC FLY STUDIO,,18442,NSE,EQ
SGBMAR28X-GB,4723457,2.50%GOLDBONDS2028SR-X,,18451,NSE,EQ
POWERINDIA,139055876,HITACHI ENERGY INDIA,543187,18457,BSE,EQ
925CAGL26-N9,4728577,,,18471,NSE,EQ
CAGL26-NA,4729089,,,18473,NSE,EQ
719GS2060-GS,4729345,GOI LOAN 7.19% 2060,,18474,NSE,EQ
ISFT,136494340,INTRASOFT TECHNOLOGIES,533181,18479,BSE,EQ
940CAGL27-NB,4730881,,,18480,NSE,EQ
CAGL27-NC,4732161,,,18485,NSE,EQ
970CAGL28-ND,4732673,,,18487,NSE,EQ
CAGL28-NE,4735489,,,18498,NSE,EQ
SABEVENTS-BE,4736257,SAB EVENTS & GOVERNANCE,,18501,NSE,EQ
TVVISION,138261252,TV VISION,540083,18504,BSE,EQ
SAROJA-ST,4739329,SAROJA PHARMA INDUS IND L,,18513,NSE,EQ
PRAMARA-SM,4739585,PRAMARA PROMOTIONS,,18514,NSE,EQ
748AP38A-SG,4740609,SDL AP 7.48% 2038,,18518,NSE,EQ
743JK53A-SG,4740865,SDL JK 7.43% 2053,,18519,NSE,EQ
CUPID,135895812,CUPID,530843,18520,BSE,EQ
748PN34-SG,4741377,SDL PN 7.48% 2034,,18521,NSE,EQ
746GA38-SG,4741633,SDL GA 7.46% 2038,,18522,NSE,EQ
746MP38-SG,4742913,SDL MP 7.46% 2038,,18527,NSE,EQ
747MH34-SG,4743169,SDL MH 7.47% 2034,,18528,NSE,EQ
747HR33-SG,4743425,SDL HR 7.47% 2033,,18529,NSE,EQ
746MH33-SG,4743937,SDL MH 7.46% 2033,,18531,NSE,EQ
748UK33-SG,4744193,SDL UK 7.48% 2033,,18532,NSE,EQ
746MP39-SG,4745217,SDL MP 7.46% 2039,,18536,NSE,EQ
746TS42-SG,4745473,SDL TS 7.46% 2042,,18537,NSE,EQ
744TS45-SG,4745729,SDL TS 7.44% 2045,,18538,NSE,EQ
746AP41-SG,4745985,SDL AP 7.46% 2041,,18539,NSE,EQ
DIACABS,133673732,DIAMOND POWER INFRASTRUCTURE L,522163,18543,BSE,EQ
JLHL,139258884,JUPITER LIFE LINE HOSPITALS LI,543980,18553,BSE,EQ
JIWANRAM-SM,4750849,JIWANRAM SHEODUTTRA IND L,,18558,NSE,EQ
716GS2050-GS,4751617,GOI LOAN 7.16% 2050,,18561,NSE,EQ
MITTAL,4751873,MITTAL LIFE STYLE,,18562,NSE,EQ
LTTS,138269444,L&T TECHNOLOGY SERVICES LIMITE,540115,18564,BSE,EQ
RRKABEL,139259140,R R KABEL,543981,18566,BSE,EQ
GNA,138271748,G N A AXLES ,540124,18571,BSE,EQ
KIRLOSBROS,128061700,KIRLOSKAR BROTHERS,500241,18581,BSE,EQ
UNIHEALTH-SM,4756993,UNIHEALTH HOSPITALS,,18582,NSE,EQ
EMSLIMITED,139259652,EMS,543983,18593,BSE,EQ
ZAGGLE,139260164,ZAGGLE PREPAID OCEAN SERVICES,543985,18608,BSE,EQ
SAMHI,139259908,SAMHI HOTELS ,543984,18614,BSE,EQ
865SCL26-N8,4767745,,,18624,NSE,EQ
885SCL26-N9,4768257,,,18626,NSE,EQ
9SCL26BA-NA,4768769,,,18628,NSE,EQ
SCLZC26-NB,4769281,,,18630,NSE,EQ
879SCL26-NC,4769793,,,18632,NSE,EQ
9SCL26B-ND,4770305,,,18634,NSE,EQ
915SCL26-NE,4770817,,,18636,NSE,EQ
SCLZC26A-NF,4771329,,,18638,NSE,EQ
DIAMINESQ,128030724,DIAMINES & CHEMICALS,500120,18644,BSE,EQ
HOLMARC-SM,4774145,HOLMARC OPTO MECHATRO L,,18649,NSE,EQ
ICICIPRULI,138274052,ICICI PRUDENTIAL LIFE INSURANC,540133,18652,BSE,EQ
CHAVDA-SM,4775425,CHAVDA INFRA,,18654,NSE,EQ
MARATHON,128793860,MARATHON NEXTGEN REALTY,503101,18659,BSE,EQ
HPL,138274820,HPL ELECTRIC & POWER ,540136,18679,BSE,EQ
745HR35A-SG,4782081,SDL HR 7.45% 2035,,18680,NSE,EQ
744AP36-SG,4782337,SDL AP 7.44% 2036,,18681,NSE,EQ
741WB42-SG,4783617,SDL WB 7.41% 2042,,18686,NSE,EQ
741JK53-SG,4783873,SDL JK 7.41% 2053,,18687,NSE,EQ
74GJ27-SG,4784129,SDL GJ 7.4% 2027,,18688,NSE,EQ
747CG30-SG,4784385,SDL CG 7.47% 2030,,18689,NSE,EQ
746TS30-SG,4784641,SDL TS 7.46% 2030,,18690,NSE,EQ
749BR31A-SG,4784897,SDL BR 7.49% 2031,,18691,NSE,EQ
AVSL-ST,4785409,AVSL INDUSTRIES,,18693,NSE,EQ
745HR33-SG,4785665,SDL HR 7.45% 2033,,18694,NSE,EQ
746GA33-SG,4786177,SDL GA 7.46% 2033,,18696,NSE,EQ
JETKNIT-ST,4787201,JET KNITWEARS,,18700,NSE,EQ
746SK33-SG,4787457,SDL SK 7.46% 2033,,18701,NSE,EQ
744MP35-SG,4787969,SDL MP 7.44% 2035,,18703,NSE,EQ
KEL-SM,4789249,KUNDAN EDIFICE,,18708,NSE,EQ
NUVAMA,139260932,NUVAMA WEALTH MANAGEMENT LIMIT,543988,18721,BSE,EQ
MADHUSUDAN-SM,4794369,MADHUSUDAN MASALA,,18728,NSE,EQ
MASKINVEST-BE,4795137,MASK INVESTMENTS,,18731,NSE,EQ
GRETEX-SM,4797697,GRETEX INDUSTRIES,,18741,NSE,EQ
SIGNATURE,139261444,SIGNATUREGLOBAL (INDIA) LIMITE,543990,18743,BSE,EQ
KODYTECH-SM,4800257,KODY TECHNOLAB,,18751,NSE,EQ
KALAMANDIR,139261188,SAI SILKS (KALAMANDIR) ,543989,18755,BSE,EQ
YATRA,139261956,YATRA ONLINE,543992,18760,BSE,EQ
AURDIS-SM,4803073,AURANGABAD DISTILLERY,,18762,NSE,EQ
DRL-SM,4804865,DHANUKA REALTY,,18769,NSE,EQ
MARCO-SM,4805889,MARCO CABLE & CONDUCTOR L,,18773,NSE,EQ
IDFNIFTYET,4808449,BANDHANAMC - IDFNIFTYET,,18783,NSE,EQ
HIGREEN-SM,4811265,HI GREEN CARBON,,18794,NSE,EQ
CELLECOR-SM,4814337,CELLECOR GADGETS,,18806,NSE,EQ
GICL-SM,4816641,GLOBE INTL CARRIERS,,18815,NSE,EQ
ENDURANCE,138279172,ENDURANCE TECHNOLOGIES ,540153,18822,BSE,EQ
TARAPUR-BE,4820737,TARAPUR TRANSFORMERS,,18831,NSE,EQ
NIRAJISPAT,4823041,NIRAJ ISPAT IND,,18840,NSE,EQ
965SCL28C-BR,4827137,,,18856,NSE,EQ
579GS2030-GS,4827393,GOI LOAN 5.79% 2030,,18857,NSE,EQ
925SCL28C-BS,4827905,,,18859,NSE,EQ
971SCL28C-BU,4828417,,,18861,NSE,EQ
SGBAPR28I-GB,4828673,2.50%GOLDBONDS2028SR-I,,18862,NSE,EQ
VERTOZ,4828929,VERTOZ,,18863,NSE,EQ
MAZDA,134090756,MAZDA,523792,18866,BSE,EQ
10SCL30A-BV,4830209,,,18868,NSE,EQ
1003SCL30-BW,4831745,,,18874,NSE,EQ
957SCL30-BX,4833025,,,18879,NSE,EQ
SJVN,136500740,SJVN,533206,18883,BSE,EQ
KSL,128060164,KALYANI STEELS,500235,18889,BSE,EQ
1025SCL33A-N1,4837633,,,18897,NSE,EQ
1075SCL33A-N2,4838913,,,18902,NSE,EQ
980SCL33A-N3,4839425,,,18904,NSE,EQ
888SCL25E-N4,4839937,,,18906,NSE,EQ
PNBHOUSING,138284292,PNB HOUSING FINANCE ,540173,18908,BSE,EQ
745RJ44-SG,4841217,SDL RJ 7.45% 2044,,18911,NSE,EQ
745MP44-SG,4841473,SDL MP 7.45% 2044,,18912,NSE,EQ
743RJ49-SG,4842497,SDL RJ 7.43% 2049,,18916,NSE,EQ
VBL,138286084,VARUN BEVERAGES ,540180,18921,BSE,EQ
743TN53A-SG,4844033,SDL TN 7.43% 2053,,18922,NSE,EQ
748MP29-SG,4844289,SDL MP 7.48% 2029,,18923,NSE,EQ
SUNDARAM,136490500,SUNDARAM MULTI PAP,533166,18931,BSE,EQ
749CG30-SG,4846593,SDL CG 7.49% 2030,,18932,NSE,EQ
752BR31-SG,4846849,SDL BR 7.52% 2031,,18933,NSE,EQ
745GJ31-SG,4848129,SDL GJ 7.45% 2031,,18938,NSE,EQ
746RJ33-SG,4848385,SDL RJ 7.46% 2033,,18939,NSE,EQ
749GA33A-SG,4849921,SDL GA 7.49% 2033,,18945,NSE,EQ
747HR33A-SG,4850177,SDL HR 7.47% 2033,,18946,NSE,EQ
KINGFA-BE,4850689,KINGFA SCI & TEC IND,,18948,NSE,EQ
748HR35-SG,4852225,SDL HR 7.48% 2035,,18954,NSE,EQ
RAJRATAN,132485636,RAJRATAN GLOBAL WIRE,517522,18962,BSE,EQ
KAPSTON,4855553,KAPSTON SERVICES,,18967,NSE,EQ
SGBMAY28-GB,4856833,2.50%GOLDBONDS2028SR-II,,18972,NSE,EQ
